condition,question,participant_1,participant_2,participant_3,participant_4,participant_5,participant_6,participant_7,participant_8,participant_9,participant_10,participant_11,participant_12,participant_13,participant_14,participant_15,participant_16,participant_17,participant_18,participant_19,participant_20,participant_21,participant_22,participant_23,participant_24,participant_25,participant_26,participant_27,participant_28,participant_29,participant_30,participant_31,participant_32,participant_33,participant_34,participant_35,participant_36,participant_37,participant_38,participant_39,participant_40,participant_41,participant_42,participant_43,participant_44,participant_45,participant_46,participant_47,participant_48,participant_49,participant_50,participant_51,participant_52,participant_53,participant_54,participant_55,participant_56,participant_57,participant_58,participant_59,participant_60,participant_61,participant_62,participant_63,participant_64,participant_65,participant_66,participant_67,participant_68,participant_69,participant_70,participant_71,participant_72,participant_73,participant_74,participant_75,participant_76,participant_77,participant_78,participant_79,participant_80,participant_81,participant_82,participant_83,participant_84,participant_85,participant_86,participant_87,participant_88,participant_89,participant_90,participant_91,participant_92,participant_93,participant_94,participant_95,participant_96,participant_97,participant_98,participant_99,participant_100,participant_101,participant_102,participant_103,participant_104,participant_105,participant_106,participant_107,participant_108,participant_109,participant_110,participant_111,participant_112,participant_113,participant_114,participant_115,participant_116,participant_117,participant_118,participant_119,participant_120,participant_121,participant_122,participant_123,participant_124,participant_125,participant_126,participant_127,participant_128,participant_129,participant_130,participant_131,participant_132,participant_133,participant_134,participant_135,participant_136,participant_137,participant_138,participant_139,participant_140,participant_141,participant_142,participant_143,participant_144,participant_145,participant_146,participant_147,participant_148,participant_149,participant_150,participant_151,participant_152,participant_153,participant_154,participant_155,participant_156,participant_157,participant_158,participant_159,participant_160,participant_161,participant_162,participant_163,participant_164,participant_165,participant_166,participant_167,participant_168,participant_169,participant_170,participant_171,participant_172,participant_173
L 2.2,Die Landschaft dort ist fried- und herrlich.,,,,6,,4,,,,,3,,1,,,,,,,,2,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,5,,,,,,,,2,,,,,,,,,,,,,,3,4,4,,1,,,,,,,,,,,,,,,,,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,2,,5,,,,,,,,,,1,,,,,,,,,,,,2,3,,,,,
L 2.2,Die Landschaft dort ist fried- und herrlich.,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,2,,,,,,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,3,,,,,,,4,,,,,,,,,,,,,,,1,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
L 2.3,Das Lachen ist kind- und herzlich.,,,,,,,,,,3,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,2,,,,3,,,,,,,,,,,2,,,,,,,,,1,,2,,,,,,,,,2,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,7,,,6,,,,,,7,,,,,,,,,,,,,1,,,,,,,,,,
L 2.3,Das Lachen ist kind- und herzlich.,,,,,,,,,,,,,,,,2,2,,,,,,,,,,4,,,,,,4,,,,,,,,,,,,,,,,,,,5,,,,5,,,,,5,,,2,,2,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,2,,,,,,,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,6,,,,,,,,1,,,,,,6,4,,,,,,,
L 2.4,Ihre Beziehung ist immer noch leidenschaft- und glücklich.,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,3,,,,2,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1
L 2.4,Ihre Beziehung ist immer noch leidenschaft- und glücklich.,,,,,,,,,,,,7,,,,,,,,,,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,3,,4,,,,5,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,2,,,,2,,,,,,,,1,,,,,,,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,2,1,,,,,,,,,,,
L 2.5,Der Schraubenzieher ist dünn- und handlich.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,7,,,,,,,,,,,,,4,4,,,,,,,,,,,5,,,,,,1,,,
L 2.6,Die Passkontrolle am Flughafen ist üb- und polizeilich.,,,,,1,,,,1,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,5,,,1,,,,,,,,,,,,,,,,3,,,,,,,,,,,,1,,,,1,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
L 2.7,Der Chef war beruf- und dienstlich in Singapur.,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,3,,,,6,3,,,,4,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,1,,,,5,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,1,,,,4,,,,,,,,,2,,,,
L 2.8,Das war absicht- und sicherlich der Nachbar.,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,1,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,3,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,1,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L 2'.1,Die Probleme sind vor allem recht- und zeitlicher Natur.,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,1,,,,6,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,6
L 2'.1,Die Probleme sind vor allem recht- und zeitlicher Natur.,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,3,,,,,,,,,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,1,,,,,,,3,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,3,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L 2'.2,Die Landschaft dort ist herr- und friedlich.,,,,,,,,,,,,,,3,,,,,,2,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,6,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
L 2'.2,Die Landschaft dort ist herr- und friedlich.,,,3,,,,2,,,,,,,,3,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,
L 2'.3,Das Lachen ist herz- und kindlich.,,,,7,,2,,,,,3,,1,,,,,,,,3,3,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,5,,,,,,,,3,,,,,,,,,,,,,,2,5,4,,1,,,,,,,,,,,,,,,,,4,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,5,,,,,,,,,,1,,6,,,,,,,,,,1,,,,,,,,,,,,2,7,,,,,
L 2'.3,Das Lachen ist herz- und kindlich.,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,3,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,5,,,,,,,,,,,,,,,1,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,
L 2'.4,Ihre Beziehung ist immer noch glück- und leidenschaftlich.,,,,,,,,,,3,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,2,,,,,,,,,,,2,,,,,,,,,1,,6,,,,,,,,,1,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,7,,,6,,,,,,7,,,,,,,,,,,,,2,,,,,,,,,,
L 2'.4,Ihre Beziehung ist immer noch glück- und leidenschaftlich.,,,,,,,,,,,,,,,,1,3,,,,,,,,,,5,,,,,,2,,,,,,,,,,,,,,,,,,,2,,,,6,,,,,7,,,2,,1,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,1,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,6,,,,,,,,1,,,,,,5,1,,,,,,,
L 2'.5,Der Schraubenzieher ist hand- und dünnlich.,,,,,,,,,,,,7,,,,,,,,,,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,3,,,,2,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,2,,,,2,,,,,,,,1,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,
L 2'.6,Die Passkontrolle am Flughafen ist polizei- und üblich.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,2,,,,,,1,,,
L 2'.7,Der Chef war dienst- und beruflich in Singapur.,,,,,3,,,,6,,,,,,,,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,4,,,1,,,,,,,2,,,,,,,,,3,,,,,,,,,,,,2,,,,2,,,,,,,,,,,3,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,3,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
L 2'.8,Das war sicher- und absichtlich der Nachbar.,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,,2,2,,,,2,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,3,,,,1,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,1,,,,
L 5.1,Die Neuigkeiten sind für sie gleichzeitig erfreu- und bedrohlich.,,,,,,,,,,3,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,2,,,,3,,,,,,,,,,,2,,,,,,,,,1,,6,,,,,,,,,1,,,,,,,4,5,,,,,,,,,,,,,,,,,,,,,,4,,,6,,,,,,2,,,,,,,,,,,,,4,,,,,,,,,,
L 5.1,Die Neuigkeiten sind für sie gleichzeitig erfreu- und bedrohlich.,1,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,4,,,,5,5,,,,3,,,,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,3,2,,,,,,5,,,,5,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,2,,,,
L 5.2,Seine Antwort war ehr- und erstaunlich.,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,1,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,1,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L 5.2,Seine Antwort war ehr- und erstaunlich.,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,,,,,6,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,
L 5.3,weil er nied- und behilflich ist.,,,2,,,,3,,,,,,,,3,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,
L 5.3,weil er nied- und behilflich ist.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,5,2,,,,,,,,,,,4,,,,,,1,,,
L 5.4,Das war schließ- und augenblicklich das Ende.,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,4,,,,,,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,5,,,,,,,5,,,,,,,,,,,,,,,3,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,
L 5.4,Das war schließ- und augenblicklich das Ende.,,,,,3,,,,1,,,,,,,,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,4,,,1,,,,,,,5,,,,,,,,,2,,,,,,,,,,,,1,,,,3,,,,,,,,,,,3,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,1,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
L 5.5,Die Ergebnisse sind wissenschaft- und vertraulich.,,,,,,,,,,,,,,,,1,2,,,,,,,,,,3,,,,,,3,,,,,,,,,,,,,,,,,,,5,,,,4,,,,,2,,,5,,1,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,2,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,6,,,,,,,,1,,,,,,3,1,,,,,,,
L 5.6,Am Anfang hat der Wein abscheu- und widerlich geschmeckt.,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,3,,,,6,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2
L 5.7,Wir verwenden ausschließ- und ausdrücklich regionale Zutaten.,,,,,,,,,,,,,,6,,,,,,2,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,3,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,6,,,,,,,,,,1,,,,,,6,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
L 5.8,Selbst für erfahrene Rettungskräfte war der Anblick entsetz- und sonderlich.,,,,3,,3,,,,,3,,1,,,,,,,,2,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,5,,,,,,,,1,,,,,,,,,,,,,,3,2,3,,1,,,,,,,,,,,,,,,,,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,1,,7,,,,,,,,,,1,,,,,,,,,,,,2,2,,,,,
L 5'.1,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,,,,2,,2,,,,,6,,3,,,,,,,,5,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,7,,,,,,,,2,,,,,,,,,,,,,,4,4,6,,1,,,,,,,,,,,,,,,,,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,2,,2,,,,,,,,,,2,,,,,,,,,,,,3,3,,,,,
L 5'.1,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,,,,,4,,,,7,,,,,,,,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,4,,,1,,,,,,,2,,,,,,,,,7,,,,,,,,,,,,1,,,,2,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,1,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
L 5'.2,Seine Antwort war erstaun- und ehrlich.,,,,,,,,,,3,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,,2,,,,,,,,,,,4,,,,,,,,,1,,2,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,7,,,7,,,,,,7,,,,,,,,,,,,,2,,,,,,,,,,
L 5'.2,Seine Antwort war erstaun- und ehrlich.,1,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,2,,,,3,1,,,,5,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,2,,,,2,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,1,,,,7,,,,,,,,,2,,,,
L 5'.3,weil er behilf- und niedlich ist.,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,1,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,2,,,,,,,1,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,1,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L 5'.3,weil er behilf- und niedlich ist.,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,4,,,,1,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,,,,3,,,,,,,,1,,,,,,,6,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,
L 5'.4,Das war augenblick- und schließlich das Ende.,,,2,,,,3,,,,,,,,5,,,,,,,,,,,,,,,,,,,1,,,,,,,,3,,,,,,,3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,
L 5'.4,Das war augenblick- und schließlich das Ende.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,1,2,,,,,,,,,,,1,,,,,,1,,,
L 5'.5,Die Ergebnisse sind vertrau- und wissenschaftlich.,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,1,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
L 5'.6,Am Anfang hat der Wein wider- und abscheulich geschmeckt.,,,,,,,,,,,,,,,,2,3,,,,,,,,,,4,,,,,,3,,,,,,,,,,,,,,,,,,,4,,,,3,,,,,2,,,4,,1,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,,,,1,,,,,,2,1,,,,,,,
L 5'.7,Wir verwenden ausdrück- und ausschließlich regionale Zutaten.,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,6,,,,5,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1
L 5'.8,Selbst für erfahrene Rettungskräfte war der Anblick sonder- und entsetzlich.,,,,,,,,,,,,,,1,,,,,,4,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Mis 3.1,Die Geisterbahn ist voller Dunkel- und Grausamkeit.,,,,,,,,,,,,,,,,4,1,,,,,,,,,,6,,,,,,2,,,,,,,,,,,,,,,,,,,6,,,,4,,,,,1,,,1,,1,,,3,,,,,,,,,2,,,,,,,,,,,,,,,,,,2,,,,,,,1,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,,,,,,,,2,,,,,,1,1,,,,,,,
Mis 3.1,Die Geisterbahn ist voller Dunkel- und Grausamkeit.,4,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,2,,,,3,6,,,,5,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,3,2,,,,,,7,,,,5,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,1,,,,3,,,,,,,,,1,,,,
Mis 3.2,Dafür sind Verbunden- und Großzügigkeit entscheidend.,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,3,,,,6,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,5
Mis 3.2,Dafür sind Verbunden- und Großzügigkeit entscheidend.,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,2,,,,,,,,,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,7,,,,,,,3,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,1,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mis 3.3,Das Verhalten ist an Gemein- und Hässlichkeit nicht zu übertreffen.,,,,,,,,,,,,,,6,,,,,,6,,,,,,,,,,,,,,,,,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,3,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,6,,,,,,,,,,1,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
Mis 3.3,Das Verhalten ist an Gemein- und Hässlichkeit nicht zu übertreffen.,,,5,,,,5,,,,,,,,6,,,,,,,,,,,,,,,,,,,1,,,,,,,,4,,,,,,,5,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,
Mis 3.4,Der Papst erfreut sich großer Berühmt- und Herrlichkeit.,,,,5,,5,,,,,5,,2,,,,,,,,5,3,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,5,,,,,,,,2,,,,,,,,,,,,,,4,5,6,,2,,,,,,,,,,,,,,,,,5,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,5,,,,,,,,,,1,,4,,,,,,,,,,1,,,,,,,,,,,,4,5,,,,,
Mis 3.4,Der Papst erfreut sich großer Berühmt- und Herrlichkeit.,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,2,,,,,,2,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,5,,,,,,,,,,,,,,,2,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Mis 3.5,Die Welthungerhilfe betont die Knapp- und Notwendigkeit von Lebensmitteln.,,,,,,,,,,3,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,1,,,,,,,,,,,2,,,,,,,,,1,,5,,,,,,,,,2,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,4,,,7,,,,,,7,,,,,,,,,,,,,1,,,,,,,,,,
Mis 3.6,Die gute Zusammenarbeit basiert auf Vertraut- und Einigkeit.,,,,,,,,,,,,6,,,,,,,,,,,2,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,,,3,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,1,,,,,,,6,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,3,1,,,,,,,,,,,
Mis 3.7,Die Begeben- und Zuständigkeiten in dem Fall sind noch nicht geklärt.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,1,3,,,,,,,,,,,6,,,,,,1,,,
Mis 3.8,Sie ist voller kindischer Verliebt- und Fröhlichkeit.,,,,,7,,,,2,,,,,,,,,4,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,4,,,1,,,,,,,2,,,,,,,,,3,,,,,,,,,,,,1,,,,2,,,,,,,,,,,4,,,2,,,,,,,,,,,,,,,,,,,,4,,,,,1,,4,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
Mis 3'.1,Die Geisterbahn ist voller Grausam- und Dunkelheit.,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,1,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,
