condition,ex2_order,ex1_order,question,variable,value,month,Mittelwert von value,Rating_in_relation_to_mean,frequency,ex1_umlaut,ex2_allomorph,item,first,second
Mis 6.4,NaN,NaN,Vor lauter Beschränkt- und Bitterkeit hat der Nachbar keinen Kontakt zu den anderen.,participant_129,3.0,August,3.21875,-0.21875,complex,NaN,mismatch,"Alle außer ein Nachbar leben in guter Gemeinschaft.
Vor lauter Beschränkt- und Bitterkeit hat der Nachbar keinen Kontakt zu den anderen.",Beschränkt,Bitterkeit
Mis 6.4,NaN,NaN,Vor lauter Beschränkt- und Bitterkeit hat der Nachbar keinen Kontakt zu den anderen.,participant_130,1.0,Dezember,2.28125,-1.28125,complex,NaN,mismatch,"Alle außer ein Nachbar leben in guter Gemeinschaft.
Vor lauter Beschränkt- und Bitterkeit hat der Nachbar keinen Kontakt zu den anderen.",Beschränkt,Bitterkeit
Mis 6.4,NaN,NaN,Vor lauter Beschränkt- und Bitterkeit hat der Nachbar keinen Kontakt zu den anderen.,participant_140,5.0,August,4.25,0.75,complex,NaN,mismatch,"Alle außer ein Nachbar leben in guter Gemeinschaft.
Vor lauter Beschränkt- und Bitterkeit hat der Nachbar keinen Kontakt zu den anderen.",Beschränkt,Bitterkeit
Mis 6.4,NaN,NaN,Vor lauter Beschränkt- und Bitterkeit hat der Nachbar keinen Kontakt zu den anderen.,participant_154,1.0,Dezember,2.8125,-1.8125,complex,NaN,mismatch,"Alle außer ein Nachbar leben in guter Gemeinschaft.
Vor lauter Beschränkt- und Bitterkeit hat der Nachbar keinen Kontakt zu den anderen.",Beschränkt,Bitterkeit
Mis 6.4,NaN,NaN,Vor lauter Beschränkt- und Bitterkeit hat der Nachbar keinen Kontakt zu den anderen.,participant_161,3.0,Dezember,2.125,0.875,complex,NaN,mismatch,"Alle außer ein Nachbar leben in guter Gemeinschaft.
Vor lauter Beschränkt- und Bitterkeit hat der Nachbar keinen Kontakt zu den anderen.",Beschränkt,Bitterkeit
Mis 6.4,NaN,NaN,Vor lauter Beschränkt- und Bitterkeit hat der Nachbar keinen Kontakt zu den anderen.,participant_162,1.0,Dezember,2.78125,-1.78125,complex,NaN,mismatch,"Alle außer ein Nachbar leben in guter Gemeinschaft.
Vor lauter Beschränkt- und Bitterkeit hat der Nachbar keinen Kontakt zu den anderen.",Beschränkt,Bitterkeit
Mix 6.4,NaN,NaN,Der Auftritt war lächer- und peinlich.,participant_12,1.0,Dezember,3.875,-2.875,complex,umlaut mix,NaN,"Die Trauzeugin hat bei der Hochzeit gesungen.
Der Auftritt war lächer- und peinlich.",lächer,peinlich
Mix 6.4,NaN,NaN,Der Auftritt war lächer- und peinlich.,participant_23,2.0,Dezember,3.09375,-1.09375,complex,umlaut mix,NaN,"Die Trauzeugin hat bei der Hochzeit gesungen.
Der Auftritt war lächer- und peinlich.",lächer,peinlich
Mix 6.4,NaN,NaN,Der Auftritt war lächer- und peinlich.,participant_24,2.0,August,3.4375,-1.4375,complex,umlaut mix,NaN,"Die Trauzeugin hat bei der Hochzeit gesungen.
Der Auftritt war lächer- und peinlich.",lächer,peinlich
Mix 6.4,NaN,NaN,Der Auftritt war lächer- und peinlich.,participant_28,1.0,Dezember,2.78125,-1.78125,complex,umlaut mix,NaN,"Die Trauzeugin hat bei der Hochzeit gesungen.
Der Auftritt war lächer- und peinlich.",lächer,peinlich
Mix 6.4,NaN,NaN,Der Auftritt war lächer- und peinlich.,participant_29,1.0,August,2.0625,-1.0625,complex,umlaut mix,NaN,"Die Trauzeugin hat bei der Hochzeit gesungen.
Der Auftritt war lächer- und peinlich.",lächer,peinlich
Mix 6.4,NaN,NaN,Der Auftritt war lächer- und peinlich.,participant_38,4.0,August,4.65625,-0.65625,complex,umlaut mix,NaN,"Die Trauzeugin hat bei der Hochzeit gesungen.
Der Auftritt war lächer- und peinlich.",lächer,peinlich
Mix 6.4,NaN,NaN,Der Auftritt war lächer- und peinlich.,participant_39,5.0,August,3.8125,1.1875,complex,umlaut mix,NaN,"Die Trauzeugin hat bei der Hochzeit gesungen.
Der Auftritt war lächer- und peinlich.",lächer,peinlich
Mix 6.4,NaN,NaN,Der Auftritt war lächer- und peinlich.,participant_53,1.0,Dezember,2.71875,-1.71875,complex,umlaut mix,NaN,"Die Trauzeugin hat bei der Hochzeit gesungen.
Der Auftritt war lächer- und peinlich.",lächer,peinlich
Mix 6.4,NaN,NaN,Der Auftritt war lächer- und peinlich.,participant_55,3.0,Dezember,3.4375,-0.4375,complex,umlaut mix,NaN,"Die Trauzeugin hat bei der Hochzeit gesungen.
Der Auftritt war lächer- und peinlich.",lächer,peinlich
Mix 6.4,NaN,NaN,Der Auftritt war lächer- und peinlich.,participant_59,1.0,Dezember,2.59375,-1.59375,complex,umlaut mix,NaN,"Die Trauzeugin hat bei der Hochzeit gesungen.
Der Auftritt war lächer- und peinlich.",lächer,peinlich
Mix 6.4,NaN,NaN,Der Auftritt war lächer- und peinlich.,participant_68,3.0,Dezember,3.5,-0.5,complex,umlaut mix,NaN,"Die Trauzeugin hat bei der Hochzeit gesungen.
Der Auftritt war lächer- und peinlich.",lächer,peinlich
Mix 6.4,NaN,NaN,Der Auftritt war lächer- und peinlich.,participant_72,2.0,August,2.6875,-0.6875,complex,umlaut mix,NaN,"Die Trauzeugin hat bei der Hochzeit gesungen.
Der Auftritt war lächer- und peinlich.",lächer,peinlich
Mix 6.4,NaN,NaN,Der Auftritt war lächer- und peinlich.,participant_75,3.0,August,4.59375,-1.59375,complex,umlaut mix,NaN,"Die Trauzeugin hat bei der Hochzeit gesungen.
Der Auftritt war lächer- und peinlich.",lächer,peinlich
Mix 6.4,NaN,NaN,Der Auftritt war lächer- und peinlich.,participant_82,1.0,August,2.6875,-1.6875,complex,umlaut mix,NaN,"Die Trauzeugin hat bei der Hochzeit gesungen.
Der Auftritt war lächer- und peinlich.",lächer,peinlich
Mix 6.4,NaN,NaN,Der Auftritt war lächer- und peinlich.,participant_89,1.0,Dezember,2.46875,-1.46875,complex,umlaut mix,NaN,"Die Trauzeugin hat bei der Hochzeit gesungen.
Der Auftritt war lächer- und peinlich.",lächer,peinlich
Mix 6.4,NaN,NaN,Der Auftritt war lächer- und peinlich.,participant_99,3.0,August,2.96875,0.03125,complex,umlaut mix,NaN,"Die Trauzeugin hat bei der Hochzeit gesungen.
Der Auftritt war lächer- und peinlich.",lächer,peinlich
Mix 6.4,NaN,NaN,Der Auftritt war lächer- und peinlich.,participant_108,2.0,Dezember,2.78125,-0.78125,complex,umlaut mix,NaN,"Die Trauzeugin hat bei der Hochzeit gesungen.
Der Auftritt war lächer- und peinlich.",lächer,peinlich
Mix 6.4,NaN,NaN,Der Auftritt war lächer- und peinlich.,participant_112,2.0,Dezember,3.375,-1.375,complex,umlaut mix,NaN,"Die Trauzeugin hat bei der Hochzeit gesungen.
Der Auftritt war lächer- und peinlich.",lächer,peinlich
Mix 6.4,NaN,NaN,Der Auftritt war lächer- und peinlich.,participant_113,7.0,August,5.0625,1.9375,complex,umlaut mix,NaN,"Die Trauzeugin hat bei der Hochzeit gesungen.
Der Auftritt war lächer- und peinlich.",lächer,peinlich
Mix 6.4,NaN,NaN,Der Auftritt war lächer- und peinlich.,participant_120,1.0,Dezember,1.53125,-0.53125,complex,umlaut mix,NaN,"Die Trauzeugin hat bei der Hochzeit gesungen.
Der Auftritt war lächer- und peinlich.",lächer,peinlich
Mix 6.4,NaN,NaN,Der Auftritt war lächer- und peinlich.,participant_127,1.0,Dezember,4.733333333,-3.733333333,complex,umlaut mix,NaN,"Die Trauzeugin hat bei der Hochzeit gesungen.
Der Auftritt war lächer- und peinlich.",lächer,peinlich
Mix 6.4,NaN,NaN,Der Auftritt war lächer- und peinlich.,participant_129,2.0,August,3.21875,-1.21875,complex,umlaut mix,NaN,"Die Trauzeugin hat bei der Hochzeit gesungen.
Der Auftritt war lächer- und peinlich.",lächer,peinlich
Mix 6.4,NaN,NaN,Der Auftritt war lächer- und peinlich.,participant_130,1.0,Dezember,2.28125,-1.28125,complex,umlaut mix,NaN,"Die Trauzeugin hat bei der Hochzeit gesungen.
Der Auftritt war lächer- und peinlich.",lächer,peinlich
Mix 6.4,NaN,NaN,Der Auftritt war lächer- und peinlich.,participant_140,4.0,August,4.25,-0.25,complex,umlaut mix,NaN,"Die Trauzeugin hat bei der Hochzeit gesungen.
Der Auftritt war lächer- und peinlich.",lächer,peinlich
Mix 6.4,NaN,NaN,Der Auftritt war lächer- und peinlich.,participant_154,2.0,Dezember,2.8125,-0.8125,complex,umlaut mix,NaN,"Die Trauzeugin hat bei der Hochzeit gesungen.
Der Auftritt war lächer- und peinlich.",lächer,peinlich
Mix 6.4,NaN,NaN,Der Auftritt war lächer- und peinlich.,participant_161,1.0,Dezember,2.125,-1.125,complex,umlaut mix,NaN,"Die Trauzeugin hat bei der Hochzeit gesungen.
Der Auftritt war lächer- und peinlich.",lächer,peinlich
Mix 6.4,NaN,NaN,Der Auftritt war lächer- und peinlich.,participant_162,1.0,Dezember,2.78125,-1.78125,complex,umlaut mix,NaN,"Die Trauzeugin hat bei der Hochzeit gesungen.
Der Auftritt war lächer- und peinlich.",lächer,peinlich
U 4.8,NaN,NaN,Seine Verteidigung war widersprüch- und jämmerlich.,participant_12,6.0,Dezember,3.875,2.125,complex,umlaut,NaN,"Der Anwalt hat die Ankläger nicht überzeugt.
Seine Verteidigung war widersprüch- und jämmerlich.",widersprüch,jämmerlich
U 4.8,NaN,NaN,Seine Verteidigung war widersprüch- und jämmerlich.,participant_23,2.0,Dezember,3.09375,-1.09375,complex,umlaut,NaN,"Der Anwalt hat die Ankläger nicht überzeugt.
Seine Verteidigung war widersprüch- und jämmerlich.",widersprüch,jämmerlich
U 4.8,NaN,NaN,Seine Verteidigung war widersprüch- und jämmerlich.,participant_28,1.0,Dezember,2.78125,-1.78125,complex,umlaut,NaN,"Der Anwalt hat die Ankläger nicht überzeugt.
Seine Verteidigung war widersprüch- und jämmerlich.",widersprüch,jämmerlich
U 4.8,NaN,NaN,Seine Verteidigung war widersprüch- und jämmerlich.,participant_53,2.0,Dezember,2.71875,-0.71875,complex,umlaut,NaN,"Der Anwalt hat die Ankläger nicht überzeugt.
Seine Verteidigung war widersprüch- und jämmerlich.",widersprüch,jämmerlich
U 4.8,NaN,NaN,Seine Verteidigung war widersprüch- und jämmerlich.,participant_55,3.0,Dezember,3.4375,-0.4375,complex,umlaut,NaN,"Der Anwalt hat die Ankläger nicht überzeugt.
Seine Verteidigung war widersprüch- und jämmerlich.",widersprüch,jämmerlich
U 4.8,NaN,NaN,Seine Verteidigung war widersprüch- und jämmerlich.,participant_59,1.0,Dezember,2.59375,-1.59375,complex,umlaut,NaN,"Der Anwalt hat die Ankläger nicht überzeugt.
Seine Verteidigung war widersprüch- und jämmerlich.",widersprüch,jämmerlich
U 4.8,NaN,NaN,Seine Verteidigung war widersprüch- und jämmerlich.,participant_68,5.0,Dezember,3.5,1.5,complex,umlaut,NaN,"Der Anwalt hat die Ankläger nicht überzeugt.
Seine Verteidigung war widersprüch- und jämmerlich.",widersprüch,jämmerlich
U 4.8,NaN,NaN,Seine Verteidigung war widersprüch- und jämmerlich.,participant_89,1.0,Dezember,2.46875,-1.46875,complex,umlaut,NaN,"Der Anwalt hat die Ankläger nicht überzeugt.
Seine Verteidigung war widersprüch- und jämmerlich.",widersprüch,jämmerlich
U 4.8,NaN,NaN,Seine Verteidigung war widersprüch- und jämmerlich.,participant_108,2.0,Dezember,2.78125,-0.78125,complex,umlaut,NaN,"Der Anwalt hat die Ankläger nicht überzeugt.
Seine Verteidigung war widersprüch- und jämmerlich.",widersprüch,jämmerlich
U 4.8,NaN,NaN,Seine Verteidigung war widersprüch- und jämmerlich.,participant_112,2.0,Dezember,3.375,-1.375,complex,umlaut,NaN,"Der Anwalt hat die Ankläger nicht überzeugt.
Seine Verteidigung war widersprüch- und jämmerlich.",widersprüch,jämmerlich
U 4.8,NaN,NaN,Seine Verteidigung war widersprüch- und jämmerlich.,participant_120,1.0,Dezember,1.53125,-0.53125,complex,umlaut,NaN,"Der Anwalt hat die Ankläger nicht überzeugt.
Seine Verteidigung war widersprüch- und jämmerlich.",widersprüch,jämmerlich
U 4.8,NaN,NaN,Seine Verteidigung war widersprüch- und jämmerlich.,participant_127,6.0,Dezember,4.733333333,1.266666667,complex,umlaut,NaN,"Der Anwalt hat die Ankläger nicht überzeugt.
Seine Verteidigung war widersprüch- und jämmerlich.",widersprüch,jämmerlich
U 4.8,NaN,NaN,Seine Verteidigung war widersprüch- und jämmerlich.,participant_130,1.0,Dezember,2.28125,-1.28125,complex,umlaut,NaN,"Der Anwalt hat die Ankläger nicht überzeugt.
Seine Verteidigung war widersprüch- und jämmerlich.",widersprüch,jämmerlich
U 4.8,NaN,NaN,Seine Verteidigung war widersprüch- und jämmerlich.,participant_154,2.0,Dezember,2.8125,-0.8125,complex,umlaut,NaN,"Der Anwalt hat die Ankläger nicht überzeugt.
Seine Verteidigung war widersprüch- und jämmerlich.",widersprüch,jämmerlich
U 4.8,NaN,NaN,Seine Verteidigung war widersprüch- und jämmerlich.,participant_161,2.0,Dezember,2.125,-0.125,complex,umlaut,NaN,"Der Anwalt hat die Ankläger nicht überzeugt.
Seine Verteidigung war widersprüch- und jämmerlich.",widersprüch,jämmerlich
U 4.8,NaN,NaN,Seine Verteidigung war widersprüch- und jämmerlich.,participant_162,3.0,Dezember,2.78125,0.21875,complex,umlaut,NaN,"Der Anwalt hat die Ankläger nicht überzeugt.
Seine Verteidigung war widersprüch- und jämmerlich.",widersprüch,jämmerlich
U 4'.1,NaN,NaN,Es schmeckt vorzüg- und köstlich.,participant_12,1.0,Dezember,3.875,-2.875,complex,umlaut,NaN,Es schmeckt vorzüg- und köstlich.,vorzüg,köstlich
U 4'.1,NaN,NaN,Es schmeckt vorzüg- und köstlich.,participant_23,3.0,Dezember,3.09375,-0.09375,complex,umlaut,NaN,Es schmeckt vorzüg- und köstlich.,vorzüg,köstlich
U 4'.1,NaN,NaN,Es schmeckt vorzüg- und köstlich.,participant_24,5.0,August,3.4375,1.5625,complex,umlaut,NaN,Es schmeckt vorzüg- und köstlich.,vorzüg,köstlich
U 4'.1,NaN,NaN,Es schmeckt vorzüg- und köstlich.,participant_28,1.0,Dezember,2.78125,-1.78125,complex,umlaut,NaN,Es schmeckt vorzüg- und köstlich.,vorzüg,köstlich
U 4'.1,NaN,NaN,Es schmeckt vorzüg- und köstlich.,participant_29,2.0,August,2.0625,-0.0625,complex,umlaut,NaN,Es schmeckt vorzüg- und köstlich.,vorzüg,köstlich
U 4'.1,NaN,NaN,Es schmeckt vorzüg- und köstlich.,participant_38,6.0,August,4.65625,1.34375,complex,umlaut,NaN,Es schmeckt vorzüg- und köstlich.,vorzüg,köstlich
U 4'.1,NaN,NaN,Es schmeckt vorzüg- und köstlich.,participant_39,2.0,August,3.8125,-1.8125,complex,umlaut,NaN,Es schmeckt vorzüg- und köstlich.,vorzüg,köstlich
U 4'.1,NaN,NaN,Es schmeckt vorzüg- und köstlich.,participant_53,1.0,Dezember,2.71875,-1.71875,complex,umlaut,NaN,Es schmeckt vorzüg- und köstlich.,vorzüg,köstlich
U 4'.1,NaN,NaN,Es schmeckt vorzüg- und köstlich.,participant_55,2.0,Dezember,3.4375,-1.4375,complex,umlaut,NaN,Es schmeckt vorzüg- und köstlich.,vorzüg,köstlich
U 4'.1,NaN,NaN,Es schmeckt vorzüg- und köstlich.,participant_59,1.0,Dezember,2.59375,-1.59375,complex,umlaut,NaN,Es schmeckt vorzüg- und köstlich.,vorzüg,köstlich
U 4'.1,NaN,NaN,Es schmeckt vorzüg- und köstlich.,participant_68,3.0,Dezember,3.5,-0.5,complex,umlaut,NaN,Es schmeckt vorzüg- und köstlich.,vorzüg,köstlich
U 4'.1,NaN,NaN,Es schmeckt vorzüg- und köstlich.,participant_72,2.0,August,2.6875,-0.6875,complex,umlaut,NaN,Es schmeckt vorzüg- und köstlich.,vorzüg,köstlich
U 4'.1,NaN,NaN,Es schmeckt vorzüg- und köstlich.,participant_75,4.0,August,4.59375,-0.59375,complex,umlaut,NaN,Es schmeckt vorzüg- und köstlich.,vorzüg,köstlich
U 4'.1,NaN,NaN,Es schmeckt vorzüg- und köstlich.,participant_82,3.0,August,2.6875,0.3125,complex,umlaut,NaN,Es schmeckt vorzüg- und köstlich.,vorzüg,köstlich
U 4'.1,NaN,NaN,Es schmeckt vorzüg- und köstlich.,participant_89,1.0,Dezember,2.46875,-1.46875,complex,umlaut,NaN,Es schmeckt vorzüg- und köstlich.,vorzüg,köstlich
U 4'.1,NaN,NaN,Es schmeckt vorzüg- und köstlich.,participant_99,2.0,August,2.96875,-0.96875,complex,umlaut,NaN,Es schmeckt vorzüg- und köstlich.,vorzüg,köstlich
U 4'.1,NaN,NaN,Es schmeckt vorzüg- und köstlich.,participant_108,2.0,Dezember,2.78125,-0.78125,complex,umlaut,NaN,Es schmeckt vorzüg- und köstlich.,vorzüg,köstlich
U 4'.1,NaN,NaN,Es schmeckt vorzüg- und köstlich.,participant_112,3.0,Dezember,3.375,-0.375,complex,umlaut,NaN,Es schmeckt vorzüg- und köstlich.,vorzüg,köstlich
U 4'.1,NaN,NaN,Es schmeckt vorzüg- und köstlich.,participant_113,6.0,August,5.0625,0.9375,complex,umlaut,NaN,Es schmeckt vorzüg- und köstlich.,vorzüg,köstlich
U 4'.1,NaN,NaN,Es schmeckt vorzüg- und köstlich.,participant_120,1.0,Dezember,1.53125,-0.53125,complex,umlaut,NaN,Es schmeckt vorzüg- und köstlich.,vorzüg,köstlich
U 4'.1,NaN,NaN,Es schmeckt vorzüg- und köstlich.,participant_127,6.0,Dezember,4.733333333,1.266666667,complex,umlaut,NaN,Es schmeckt vorzüg- und köstlich.,vorzüg,köstlich
U 4'.1,NaN,NaN,Es schmeckt vorzüg- und köstlich.,participant_129,1.0,August,3.21875,-2.21875,complex,umlaut,NaN,Es schmeckt vorzüg- und köstlich.,vorzüg,köstlich
U 4'.1,NaN,NaN,Es schmeckt vorzüg- und köstlich.,participant_130,1.0,Dezember,2.28125,-1.28125,complex,umlaut,NaN,Es schmeckt vorzüg- und köstlich.,vorzüg,köstlich
U 4'.1,NaN,NaN,Es schmeckt vorzüg- und köstlich.,participant_140,5.0,August,4.25,0.75,complex,umlaut,NaN,Es schmeckt vorzüg- und köstlich.,vorzüg,köstlich
U 4'.1,NaN,NaN,Es schmeckt vorzüg- und köstlich.,participant_154,2.0,Dezember,2.8125,-0.8125,complex,umlaut,NaN,Es schmeckt vorzüg- und köstlich.,vorzüg,köstlich
U 4'.1,NaN,NaN,Es schmeckt vorzüg- und köstlich.,participant_161,2.0,Dezember,2.125,-0.125,complex,umlaut,NaN,Es schmeckt vorzüg- und köstlich.,vorzüg,köstlich
U 4'.1,NaN,NaN,Es schmeckt vorzüg- und köstlich.,participant_162,1.0,Dezember,2.78125,-1.78125,complex,umlaut,NaN,Es schmeckt vorzüg- und köstlich.,vorzüg,köstlich
H 1.3,NaN,NaN,Der Diamant ist von seltener Schön- und Reinheit.,participant_14,6.0,März,3.3125,2.6875,simple,NaN,heit,"Im Ring des Königs ist ein Diamant eingefasst.
Der Diamant ist von seltener Schön- und Reinheit.",Schön,Reinheit
H 1.3,NaN,NaN,Der Diamant ist von seltener Schön- und Reinheit.,participant_20,7.0,März,3.59375,3.40625,simple,NaN,heit,"Im Ring des Königs ist ein Diamant eingefasst.
Der Diamant ist von seltener Schön- und Reinheit.",Schön,Reinheit
H 1.3,NaN,NaN,Der Diamant ist von seltener Schön- und Reinheit.,participant_32,3.0,November,1.75,1.25,simple,NaN,heit,"Im Ring des Königs ist ein Diamant eingefasst.
Der Diamant ist von seltener Schön- und Reinheit.",Schön,Reinheit
H 1.3,NaN,NaN,Der Diamant ist von seltener Schön- und Reinheit.,participant_37,2.0,März,1.90625,0.09375,simple,NaN,heit,"Im Ring des Königs ist ein Diamant eingefasst.
Der Diamant ist von seltener Schön- und Reinheit.",Schön,Reinheit
H 1.3,NaN,NaN,Der Diamant ist von seltener Schön- und Reinheit.,participant_41,3.0,März,2.9375,0.0625,simple,NaN,heit,"Im Ring des Königs ist ein Diamant eingefasst.
Der Diamant ist von seltener Schön- und Reinheit.",Schön,Reinheit
H 1.3,NaN,NaN,Der Diamant ist von seltener Schön- und Reinheit.,participant_46,5.0,November,2.90625,2.09375,simple,NaN,heit,"Im Ring des Königs ist ein Diamant eingefasst.
Der Diamant ist von seltener Schön- und Reinheit.",Schön,Reinheit
H 1.3,NaN,NaN,Der Diamant ist von seltener Schön- und Reinheit.,participant_90,4.0,März,3.0,1.0,simple,NaN,heit,"Im Ring des Königs ist ein Diamant eingefasst.
Der Diamant ist von seltener Schön- und Reinheit.",Schön,Reinheit
H 1.3,NaN,NaN,Der Diamant ist von seltener Schön- und Reinheit.,participant_95,2.0,März,2.5625,-0.5625,simple,NaN,heit,"Im Ring des Königs ist ein Diamant eingefasst.
Der Diamant ist von seltener Schön- und Reinheit.",Schön,Reinheit
H 1.3,NaN,NaN,Der Diamant ist von seltener Schön- und Reinheit.,participant_98,1.0,November,1.71875,-0.71875,simple,NaN,heit,"Im Ring des Königs ist ein Diamant eingefasst.
Der Diamant ist von seltener Schön- und Reinheit.",Schön,Reinheit
H 1.3,NaN,NaN,Der Diamant ist von seltener Schön- und Reinheit.,participant_109,2.0,März,2.178571429,-0.17857142899999978,simple,NaN,heit,"Im Ring des Königs ist ein Diamant eingefasst.
Der Diamant ist von seltener Schön- und Reinheit.",Schön,Reinheit
H 1.3,NaN,NaN,Der Diamant ist von seltener Schön- und Reinheit.,participant_126,7.0,März,3.65625,3.34375,simple,NaN,heit,"Im Ring des Königs ist ein Diamant eingefasst.
Der Diamant ist von seltener Schön- und Reinheit.",Schön,Reinheit
H 1.3,NaN,NaN,Der Diamant ist von seltener Schön- und Reinheit.,participant_135,7.0,November,2.0625,4.9375,simple,NaN,heit,"Im Ring des Königs ist ein Diamant eingefasst.
Der Diamant ist von seltener Schön- und Reinheit.",Schön,Reinheit
H 1.3,NaN,NaN,Der Diamant ist von seltener Schön- und Reinheit.,participant_136,6.0,März,1.8125,4.1875,simple,NaN,heit,"Im Ring des Königs ist ein Diamant eingefasst.
Der Diamant ist von seltener Schön- und Reinheit.",Schön,Reinheit
H 1.3,NaN,NaN,Der Diamant ist von seltener Schön- und Reinheit.,participant_139,1.0,November,1.71875,-0.71875,simple,NaN,heit,"Im Ring des Königs ist ein Diamant eingefasst.
Der Diamant ist von seltener Schön- und Reinheit.",Schön,Reinheit
H 1.3,NaN,NaN,Der Diamant ist von seltener Schön- und Reinheit.,participant_142,6.0,März,4.125,1.875,simple,NaN,heit,"Im Ring des Königs ist ein Diamant eingefasst.
Der Diamant ist von seltener Schön- und Reinheit.",Schön,Reinheit
H 1.3,NaN,NaN,Der Diamant ist von seltener Schön- und Reinheit.,participant_148,2.0,März,1.875,0.125,simple,NaN,heit,"Im Ring des Königs ist ein Diamant eingefasst.
Der Diamant ist von seltener Schön- und Reinheit.",Schön,Reinheit
H 1.3,NaN,NaN,Der Diamant ist von seltener Schön- und Reinheit.,participant_152,6.0,November,3.5625,2.4375,simple,NaN,heit,"Im Ring des Königs ist ein Diamant eingefasst.
Der Diamant ist von seltener Schön- und Reinheit.",Schön,Reinheit
H 1.3,NaN,NaN,Der Diamant ist von seltener Schön- und Reinheit.,participant_153,3.0,November,2.65625,0.34375,simple,NaN,heit,"Im Ring des Königs ist ein Diamant eingefasst.
Der Diamant ist von seltener Schön- und Reinheit.",Schön,Reinheit
H 1.3,NaN,NaN,Der Diamant ist von seltener Schön- und Reinheit.,participant_164,6.0,November,4.34375,1.65625,simple,NaN,heit,"Im Ring des Königs ist ein Diamant eingefasst.
Der Diamant ist von seltener Schön- und Reinheit.",Schön,Reinheit
H 1.3,NaN,NaN,Der Diamant ist von seltener Schön- und Reinheit.,participant_170,3.0,November,1.90625,1.09375,simple,NaN,heit,"Im Ring des Königs ist ein Diamant eingefasst.
Der Diamant ist von seltener Schön- und Reinheit.",Schön,Reinheit
H 1'.4,NaN,NaN,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,participant_14,5.0,März,3.3125,1.6875,simple,NaN,heit,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,Frei,Gleichheit
H 1'.4,NaN,NaN,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,participant_20,6.0,März,3.59375,2.40625,simple,NaN,heit,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,Frei,Gleichheit
H 1'.4,NaN,NaN,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,participant_32,1.0,November,1.75,-0.75,simple,NaN,heit,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,Frei,Gleichheit
H 1'.4,NaN,NaN,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,participant_37,5.0,März,1.90625,3.09375,simple,NaN,heit,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,Frei,Gleichheit
H 1'.4,NaN,NaN,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,participant_41,5.0,März,2.9375,2.0625,simple,NaN,heit,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,Frei,Gleichheit
H 1'.4,NaN,NaN,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,participant_46,7.0,November,2.90625,4.09375,simple,NaN,heit,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,Frei,Gleichheit
H 1'.4,NaN,NaN,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,participant_90,4.0,März,3.0,1.0,simple,NaN,heit,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,Frei,Gleichheit
H 1'.4,NaN,NaN,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,participant_95,2.0,März,2.5625,-0.5625,simple,NaN,heit,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,Frei,Gleichheit
H 1'.4,NaN,NaN,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,participant_98,1.0,November,1.71875,-0.71875,simple,NaN,heit,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,Frei,Gleichheit
H 1'.4,NaN,NaN,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,participant_126,7.0,März,3.65625,3.34375,simple,NaN,heit,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,Frei,Gleichheit
H 1'.4,NaN,NaN,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,participant_135,1.0,November,2.0625,-1.0625,simple,NaN,heit,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,Frei,Gleichheit
H 1'.4,NaN,NaN,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,participant_136,6.0,März,1.8125,4.1875,simple,NaN,heit,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,Frei,Gleichheit
H 1'.4,NaN,NaN,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,participant_139,1.0,November,1.71875,-0.71875,simple,NaN,heit,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,Frei,Gleichheit
H 1'.4,NaN,NaN,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,participant_142,6.0,März,4.125,1.875,simple,NaN,heit,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,Frei,Gleichheit
