condition,ex2_order,question,variable,value,month,Mittelwert von value,Rating_in_relation_to_mean,frequency,ex2_allomorph,item,first,second
Mis 6.4,NaN,Vor lauter Beschränkt- und Bitterkeit hat der Nachbar keinen Kontakt zu den anderen.,participant_59,5.0,Dezember,2.59375,2.40625,complex,mismatch,"Alle außer ein Nachbar leben in guter Gemeinschaft.
Vor lauter Beschränkt- und Bitterkeit hat der Nachbar keinen Kontakt zu den anderen.",Beschränkt,Bitterkeit
Mis 6.4,NaN,Vor lauter Beschränkt- und Bitterkeit hat der Nachbar keinen Kontakt zu den anderen.,participant_68,5.0,Dezember,3.5,1.5,complex,mismatch,"Alle außer ein Nachbar leben in guter Gemeinschaft.
Vor lauter Beschränkt- und Bitterkeit hat der Nachbar keinen Kontakt zu den anderen.",Beschränkt,Bitterkeit
Mis 6.4,NaN,Vor lauter Beschränkt- und Bitterkeit hat der Nachbar keinen Kontakt zu den anderen.,participant_72,5.0,August,2.6875,2.3125,complex,mismatch,"Alle außer ein Nachbar leben in guter Gemeinschaft.
Vor lauter Beschränkt- und Bitterkeit hat der Nachbar keinen Kontakt zu den anderen.",Beschränkt,Bitterkeit
Mis 6.4,NaN,Vor lauter Beschränkt- und Bitterkeit hat der Nachbar keinen Kontakt zu den anderen.,participant_75,7.0,August,4.59375,2.40625,complex,mismatch,"Alle außer ein Nachbar leben in guter Gemeinschaft.
Vor lauter Beschränkt- und Bitterkeit hat der Nachbar keinen Kontakt zu den anderen.",Beschränkt,Bitterkeit
Mis 6.4,NaN,Vor lauter Beschränkt- und Bitterkeit hat der Nachbar keinen Kontakt zu den anderen.,participant_82,4.0,August,2.6875,1.3125,complex,mismatch,"Alle außer ein Nachbar leben in guter Gemeinschaft.
Vor lauter Beschränkt- und Bitterkeit hat der Nachbar keinen Kontakt zu den anderen.",Beschränkt,Bitterkeit
Mis 6.4,NaN,Vor lauter Beschränkt- und Bitterkeit hat der Nachbar keinen Kontakt zu den anderen.,participant_89,1.0,Dezember,2.46875,-1.46875,complex,mismatch,"Alle außer ein Nachbar leben in guter Gemeinschaft.
Vor lauter Beschränkt- und Bitterkeit hat der Nachbar keinen Kontakt zu den anderen.",Beschränkt,Bitterkeit
Mis 6.4,NaN,Vor lauter Beschränkt- und Bitterkeit hat der Nachbar keinen Kontakt zu den anderen.,participant_99,6.0,August,2.96875,3.03125,complex,mismatch,"Alle außer ein Nachbar leben in guter Gemeinschaft.
Vor lauter Beschränkt- und Bitterkeit hat der Nachbar keinen Kontakt zu den anderen.",Beschränkt,Bitterkeit
Mis 6.4,NaN,Vor lauter Beschränkt- und Bitterkeit hat der Nachbar keinen Kontakt zu den anderen.,participant_108,3.0,Dezember,2.78125,0.21875,complex,mismatch,"Alle außer ein Nachbar leben in guter Gemeinschaft.
Vor lauter Beschränkt- und Bitterkeit hat der Nachbar keinen Kontakt zu den anderen.",Beschränkt,Bitterkeit
Mis 6.4,NaN,Vor lauter Beschränkt- und Bitterkeit hat der Nachbar keinen Kontakt zu den anderen.,participant_112,1.0,Dezember,3.375,-2.375,complex,mismatch,"Alle außer ein Nachbar leben in guter Gemeinschaft.
Vor lauter Beschränkt- und Bitterkeit hat der Nachbar keinen Kontakt zu den anderen.",Beschränkt,Bitterkeit
Mis 6.4,NaN,Vor lauter Beschränkt- und Bitterkeit hat der Nachbar keinen Kontakt zu den anderen.,participant_113,6.0,August,5.0625,0.9375,complex,mismatch,"Alle außer ein Nachbar leben in guter Gemeinschaft.
Vor lauter Beschränkt- und Bitterkeit hat der Nachbar keinen Kontakt zu den anderen.",Beschränkt,Bitterkeit
Mis 6.4,NaN,Vor lauter Beschränkt- und Bitterkeit hat der Nachbar keinen Kontakt zu den anderen.,participant_120,1.0,Dezember,1.53125,-0.53125,complex,mismatch,"Alle außer ein Nachbar leben in guter Gemeinschaft.
Vor lauter Beschränkt- und Bitterkeit hat der Nachbar keinen Kontakt zu den anderen.",Beschränkt,Bitterkeit
Mis 6.4,NaN,Vor lauter Beschränkt- und Bitterkeit hat der Nachbar keinen Kontakt zu den anderen.,participant_127,2.0,Dezember,4.733333333,-2.733333333,complex,mismatch,"Alle außer ein Nachbar leben in guter Gemeinschaft.
Vor lauter Beschränkt- und Bitterkeit hat der Nachbar keinen Kontakt zu den anderen.",Beschränkt,Bitterkeit
Mis 6.4,NaN,Vor lauter Beschränkt- und Bitterkeit hat der Nachbar keinen Kontakt zu den anderen.,participant_129,3.0,August,3.21875,-0.21875,complex,mismatch,"Alle außer ein Nachbar leben in guter Gemeinschaft.
Vor lauter Beschränkt- und Bitterkeit hat der Nachbar keinen Kontakt zu den anderen.",Beschränkt,Bitterkeit
Mis 6.4,NaN,Vor lauter Beschränkt- und Bitterkeit hat der Nachbar keinen Kontakt zu den anderen.,participant_130,1.0,Dezember,2.28125,-1.28125,complex,mismatch,"Alle außer ein Nachbar leben in guter Gemeinschaft.
Vor lauter Beschränkt- und Bitterkeit hat der Nachbar keinen Kontakt zu den anderen.",Beschränkt,Bitterkeit
Mis 6.4,NaN,Vor lauter Beschränkt- und Bitterkeit hat der Nachbar keinen Kontakt zu den anderen.,participant_140,5.0,August,4.25,0.75,complex,mismatch,"Alle außer ein Nachbar leben in guter Gemeinschaft.
Vor lauter Beschränkt- und Bitterkeit hat der Nachbar keinen Kontakt zu den anderen.",Beschränkt,Bitterkeit
Mis 6.4,NaN,Vor lauter Beschränkt- und Bitterkeit hat der Nachbar keinen Kontakt zu den anderen.,participant_154,1.0,Dezember,2.8125,-1.8125,complex,mismatch,"Alle außer ein Nachbar leben in guter Gemeinschaft.
Vor lauter Beschränkt- und Bitterkeit hat der Nachbar keinen Kontakt zu den anderen.",Beschränkt,Bitterkeit
Mis 6.4,NaN,Vor lauter Beschränkt- und Bitterkeit hat der Nachbar keinen Kontakt zu den anderen.,participant_161,3.0,Dezember,2.125,0.875,complex,mismatch,"Alle außer ein Nachbar leben in guter Gemeinschaft.
Vor lauter Beschränkt- und Bitterkeit hat der Nachbar keinen Kontakt zu den anderen.",Beschränkt,Bitterkeit
Mis 6.4,NaN,Vor lauter Beschränkt- und Bitterkeit hat der Nachbar keinen Kontakt zu den anderen.,participant_162,1.0,Dezember,2.78125,-1.78125,complex,mismatch,"Alle außer ein Nachbar leben in guter Gemeinschaft.
Vor lauter Beschränkt- und Bitterkeit hat der Nachbar keinen Kontakt zu den anderen.",Beschränkt,Bitterkeit
H 1.3,NaN,Der Diamant ist von seltener Schön- und Reinheit.,participant_14,6.0,März,3.3125,2.6875,simple,heit,"Im Ring des Königs ist ein Diamant eingefasst.
Der Diamant ist von seltener Schön- und Reinheit.",Schön,Reinheit
H 1.3,NaN,Der Diamant ist von seltener Schön- und Reinheit.,participant_20,7.0,März,3.59375,3.40625,simple,heit,"Im Ring des Königs ist ein Diamant eingefasst.
Der Diamant ist von seltener Schön- und Reinheit.",Schön,Reinheit
H 1.3,NaN,Der Diamant ist von seltener Schön- und Reinheit.,participant_32,3.0,November,1.75,1.25,simple,heit,"Im Ring des Königs ist ein Diamant eingefasst.
Der Diamant ist von seltener Schön- und Reinheit.",Schön,Reinheit
H 1.3,NaN,Der Diamant ist von seltener Schön- und Reinheit.,participant_37,2.0,März,1.90625,0.09375,simple,heit,"Im Ring des Königs ist ein Diamant eingefasst.
Der Diamant ist von seltener Schön- und Reinheit.",Schön,Reinheit
H 1.3,NaN,Der Diamant ist von seltener Schön- und Reinheit.,participant_41,3.0,März,2.9375,0.0625,simple,heit,"Im Ring des Königs ist ein Diamant eingefasst.
Der Diamant ist von seltener Schön- und Reinheit.",Schön,Reinheit
H 1.3,NaN,Der Diamant ist von seltener Schön- und Reinheit.,participant_46,5.0,November,2.90625,2.09375,simple,heit,"Im Ring des Königs ist ein Diamant eingefasst.
Der Diamant ist von seltener Schön- und Reinheit.",Schön,Reinheit
H 1.3,NaN,Der Diamant ist von seltener Schön- und Reinheit.,participant_90,4.0,März,3.0,1.0,simple,heit,"Im Ring des Königs ist ein Diamant eingefasst.
Der Diamant ist von seltener Schön- und Reinheit.",Schön,Reinheit
H 1.3,NaN,Der Diamant ist von seltener Schön- und Reinheit.,participant_95,2.0,März,2.5625,-0.5625,simple,heit,"Im Ring des Königs ist ein Diamant eingefasst.
Der Diamant ist von seltener Schön- und Reinheit.",Schön,Reinheit
H 1.3,NaN,Der Diamant ist von seltener Schön- und Reinheit.,participant_98,1.0,November,1.71875,-0.71875,simple,heit,"Im Ring des Königs ist ein Diamant eingefasst.
Der Diamant ist von seltener Schön- und Reinheit.",Schön,Reinheit
H 1.3,NaN,Der Diamant ist von seltener Schön- und Reinheit.,participant_109,2.0,März,2.178571429,-0.17857142899999978,simple,heit,"Im Ring des Königs ist ein Diamant eingefasst.
Der Diamant ist von seltener Schön- und Reinheit.",Schön,Reinheit
H 1.3,NaN,Der Diamant ist von seltener Schön- und Reinheit.,participant_126,7.0,März,3.65625,3.34375,simple,heit,"Im Ring des Königs ist ein Diamant eingefasst.
Der Diamant ist von seltener Schön- und Reinheit.",Schön,Reinheit
H 1.3,NaN,Der Diamant ist von seltener Schön- und Reinheit.,participant_135,7.0,November,2.0625,4.9375,simple,heit,"Im Ring des Königs ist ein Diamant eingefasst.
Der Diamant ist von seltener Schön- und Reinheit.",Schön,Reinheit
H 1.3,NaN,Der Diamant ist von seltener Schön- und Reinheit.,participant_136,6.0,März,1.8125,4.1875,simple,heit,"Im Ring des Königs ist ein Diamant eingefasst.
Der Diamant ist von seltener Schön- und Reinheit.",Schön,Reinheit
H 1.3,NaN,Der Diamant ist von seltener Schön- und Reinheit.,participant_139,1.0,November,1.71875,-0.71875,simple,heit,"Im Ring des Königs ist ein Diamant eingefasst.
Der Diamant ist von seltener Schön- und Reinheit.",Schön,Reinheit
H 1.3,NaN,Der Diamant ist von seltener Schön- und Reinheit.,participant_142,6.0,März,4.125,1.875,simple,heit,"Im Ring des Königs ist ein Diamant eingefasst.
Der Diamant ist von seltener Schön- und Reinheit.",Schön,Reinheit
H 1.3,NaN,Der Diamant ist von seltener Schön- und Reinheit.,participant_148,2.0,März,1.875,0.125,simple,heit,"Im Ring des Königs ist ein Diamant eingefasst.
Der Diamant ist von seltener Schön- und Reinheit.",Schön,Reinheit
H 1.3,NaN,Der Diamant ist von seltener Schön- und Reinheit.,participant_152,6.0,November,3.5625,2.4375,simple,heit,"Im Ring des Königs ist ein Diamant eingefasst.
Der Diamant ist von seltener Schön- und Reinheit.",Schön,Reinheit
H 1.3,NaN,Der Diamant ist von seltener Schön- und Reinheit.,participant_153,3.0,November,2.65625,0.34375,simple,heit,"Im Ring des Königs ist ein Diamant eingefasst.
Der Diamant ist von seltener Schön- und Reinheit.",Schön,Reinheit
H 1.3,NaN,Der Diamant ist von seltener Schön- und Reinheit.,participant_164,6.0,November,4.34375,1.65625,simple,heit,"Im Ring des Königs ist ein Diamant eingefasst.
Der Diamant ist von seltener Schön- und Reinheit.",Schön,Reinheit
H 1.3,NaN,Der Diamant ist von seltener Schön- und Reinheit.,participant_170,3.0,November,1.90625,1.09375,simple,heit,"Im Ring des Königs ist ein Diamant eingefasst.
Der Diamant ist von seltener Schön- und Reinheit.",Schön,Reinheit
H 1'.4,NaN,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,participant_14,5.0,März,3.3125,1.6875,simple,heit,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,Frei,Gleichheit
H 1'.4,NaN,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,participant_20,6.0,März,3.59375,2.40625,simple,heit,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,Frei,Gleichheit
H 1'.4,NaN,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,participant_32,1.0,November,1.75,-0.75,simple,heit,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,Frei,Gleichheit
H 1'.4,NaN,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,participant_37,5.0,März,1.90625,3.09375,simple,heit,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,Frei,Gleichheit
H 1'.4,NaN,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,participant_41,5.0,März,2.9375,2.0625,simple,heit,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,Frei,Gleichheit
H 1'.4,NaN,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,participant_46,7.0,November,2.90625,4.09375,simple,heit,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,Frei,Gleichheit
H 1'.4,NaN,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,participant_90,4.0,März,3.0,1.0,simple,heit,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,Frei,Gleichheit
H 1'.4,NaN,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,participant_95,2.0,März,2.5625,-0.5625,simple,heit,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,Frei,Gleichheit
H 1'.4,NaN,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,participant_98,1.0,November,1.71875,-0.71875,simple,heit,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,Frei,Gleichheit
H 1'.4,NaN,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,participant_126,7.0,März,3.65625,3.34375,simple,heit,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,Frei,Gleichheit
H 1'.4,NaN,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,participant_135,1.0,November,2.0625,-1.0625,simple,heit,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,Frei,Gleichheit
H 1'.4,NaN,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,participant_136,6.0,März,1.8125,4.1875,simple,heit,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,Frei,Gleichheit
H 1'.4,NaN,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,participant_139,1.0,November,1.71875,-0.71875,simple,heit,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,Frei,Gleichheit
H 1'.4,NaN,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,participant_142,6.0,März,4.125,1.875,simple,heit,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,Frei,Gleichheit
H 1'.4,NaN,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,participant_148,3.0,März,1.875,1.125,simple,heit,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,Frei,Gleichheit
H 1'.4,NaN,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,participant_152,6.0,November,3.5625,2.4375,simple,heit,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,Frei,Gleichheit
H 1'.4,NaN,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,participant_153,4.0,November,2.65625,1.34375,simple,heit,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,Frei,Gleichheit
H 1'.4,NaN,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,participant_164,6.0,November,4.34375,1.65625,simple,heit,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,Frei,Gleichheit
H 1'.4,NaN,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,participant_170,3.0,November,1.90625,1.09375,simple,heit,Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,Frei,Gleichheit
H 4.5,NaN,"Er glaubt, dass die Staatsanwälte zu viel Befangen- und Verschwiegenheit an den Tag legen.",participant_14,6.0,März,3.3125,2.6875,complex,heit,"Der Journalist berichtet kritisch vom Prozess.
Er glaubt, dass die Staatsanwälte zu viel Befangen- und Verschwiegenheit an den Tag legen.",Befangen,Verschwiegenheit
H 4.5,NaN,"Er glaubt, dass die Staatsanwälte zu viel Befangen- und Verschwiegenheit an den Tag legen.",participant_20,6.0,März,3.59375,2.40625,complex,heit,"Der Journalist berichtet kritisch vom Prozess.
Er glaubt, dass die Staatsanwälte zu viel Befangen- und Verschwiegenheit an den Tag legen.",Befangen,Verschwiegenheit
H 4.5,NaN,"Er glaubt, dass die Staatsanwälte zu viel Befangen- und Verschwiegenheit an den Tag legen.",participant_37,5.0,März,1.90625,3.09375,complex,heit,"Der Journalist berichtet kritisch vom Prozess.
Er glaubt, dass die Staatsanwälte zu viel Befangen- und Verschwiegenheit an den Tag legen.",Befangen,Verschwiegenheit
H 4.5,NaN,"Er glaubt, dass die Staatsanwälte zu viel Befangen- und Verschwiegenheit an den Tag legen.",participant_41,5.0,März,2.9375,2.0625,complex,heit,"Der Journalist berichtet kritisch vom Prozess.
Er glaubt, dass die Staatsanwälte zu viel Befangen- und Verschwiegenheit an den Tag legen.",Befangen,Verschwiegenheit
H 4.5,NaN,"Er glaubt, dass die Staatsanwälte zu viel Befangen- und Verschwiegenheit an den Tag legen.",participant_90,5.0,März,3.0,2.0,complex,heit,"Der Journalist berichtet kritisch vom Prozess.
Er glaubt, dass die Staatsanwälte zu viel Befangen- und Verschwiegenheit an den Tag legen.",Befangen,Verschwiegenheit
H 4.5,NaN,"Er glaubt, dass die Staatsanwälte zu viel Befangen- und Verschwiegenheit an den Tag legen.",participant_95,2.0,März,2.5625,-0.5625,complex,heit,"Der Journalist berichtet kritisch vom Prozess.
Er glaubt, dass die Staatsanwälte zu viel Befangen- und Verschwiegenheit an den Tag legen.",Befangen,Verschwiegenheit
H 4.5,NaN,"Er glaubt, dass die Staatsanwälte zu viel Befangen- und Verschwiegenheit an den Tag legen.",participant_109,6.0,März,2.178571429,3.821428571,complex,heit,"Der Journalist berichtet kritisch vom Prozess.
Er glaubt, dass die Staatsanwälte zu viel Befangen- und Verschwiegenheit an den Tag legen.",Befangen,Verschwiegenheit
H 4.5,NaN,"Er glaubt, dass die Staatsanwälte zu viel Befangen- und Verschwiegenheit an den Tag legen.",participant_126,1.0,März,3.65625,-2.65625,complex,heit,"Der Journalist berichtet kritisch vom Prozess.
Er glaubt, dass die Staatsanwälte zu viel Befangen- und Verschwiegenheit an den Tag legen.",Befangen,Verschwiegenheit
H 4.5,NaN,"Er glaubt, dass die Staatsanwälte zu viel Befangen- und Verschwiegenheit an den Tag legen.",participant_136,1.0,März,1.8125,-0.8125,complex,heit,"Der Journalist berichtet kritisch vom Prozess.
Er glaubt, dass die Staatsanwälte zu viel Befangen- und Verschwiegenheit an den Tag legen.",Befangen,Verschwiegenheit
H 4.5,NaN,"Er glaubt, dass die Staatsanwälte zu viel Befangen- und Verschwiegenheit an den Tag legen.",participant_142,5.0,März,4.125,0.875,complex,heit,"Der Journalist berichtet kritisch vom Prozess.
Er glaubt, dass die Staatsanwälte zu viel Befangen- und Verschwiegenheit an den Tag legen.",Befangen,Verschwiegenheit
H 4.5,NaN,"Er glaubt, dass die Staatsanwälte zu viel Befangen- und Verschwiegenheit an den Tag legen.",participant_148,3.0,März,1.875,1.125,complex,heit,"Der Journalist berichtet kritisch vom Prozess.
Er glaubt, dass die Staatsanwälte zu viel Befangen- und Verschwiegenheit an den Tag legen.",Befangen,Verschwiegenheit
H 4'.6,NaN,Eigenschaften wie Verderbt- und Lüsternheit sind absolut unpassend.,participant_14,3.0,März,3.3125,-0.3125,complex,heit,Eigenschaften wie Verderbt- und Lüsternheit sind absolut unpassend.,Verderbt,Lüsternheit
H 4'.6,NaN,Eigenschaften wie Verderbt- und Lüsternheit sind absolut unpassend.,participant_20,7.0,März,3.59375,3.40625,complex,heit,Eigenschaften wie Verderbt- und Lüsternheit sind absolut unpassend.,Verderbt,Lüsternheit
H 4'.6,NaN,Eigenschaften wie Verderbt- und Lüsternheit sind absolut unpassend.,participant_37,5.0,März,1.90625,3.09375,complex,heit,Eigenschaften wie Verderbt- und Lüsternheit sind absolut unpassend.,Verderbt,Lüsternheit
H 4'.6,NaN,Eigenschaften wie Verderbt- und Lüsternheit sind absolut unpassend.,participant_41,5.0,März,2.9375,2.0625,complex,heit,Eigenschaften wie Verderbt- und Lüsternheit sind absolut unpassend.,Verderbt,Lüsternheit
H 4'.6,NaN,Eigenschaften wie Verderbt- und Lüsternheit sind absolut unpassend.,participant_90,3.0,März,3.0,0.0,complex,heit,Eigenschaften wie Verderbt- und Lüsternheit sind absolut unpassend.,Verderbt,Lüsternheit
H 4'.6,NaN,Eigenschaften wie Verderbt- und Lüsternheit sind absolut unpassend.,participant_95,3.0,März,2.5625,0.4375,complex,heit,Eigenschaften wie Verderbt- und Lüsternheit sind absolut unpassend.,Verderbt,Lüsternheit
H 4'.6,NaN,Eigenschaften wie Verderbt- und Lüsternheit sind absolut unpassend.,participant_109,2.0,März,2.178571429,-0.17857142899999978,complex,heit,Eigenschaften wie Verderbt- und Lüsternheit sind absolut unpassend.,Verderbt,Lüsternheit
H 4'.6,NaN,Eigenschaften wie Verderbt- und Lüsternheit sind absolut unpassend.,participant_126,6.0,März,3.65625,2.34375,complex,heit,Eigenschaften wie Verderbt- und Lüsternheit sind absolut unpassend.,Verderbt,Lüsternheit
H 4'.6,NaN,Eigenschaften wie Verderbt- und Lüsternheit sind absolut unpassend.,participant_136,1.0,März,1.8125,-0.8125,complex,heit,Eigenschaften wie Verderbt- und Lüsternheit sind absolut unpassend.,Verderbt,Lüsternheit
H 4'.6,NaN,Eigenschaften wie Verderbt- und Lüsternheit sind absolut unpassend.,participant_142,5.0,März,4.125,0.875,complex,heit,Eigenschaften wie Verderbt- und Lüsternheit sind absolut unpassend.,Verderbt,Lüsternheit
H 4'.6,NaN,Eigenschaften wie Verderbt- und Lüsternheit sind absolut unpassend.,participant_148,3.0,März,1.875,1.125,complex,heit,Eigenschaften wie Verderbt- und Lüsternheit sind absolut unpassend.,Verderbt,Lüsternheit
K 5.7,NaN,Die Feindselig- und Unfähigkeit der Angestellten ist aber alles andere als guter Service.,participant_14,1.0,März,3.3125,-2.3125,complex,keit,"Das Essen im neuen Restaurant schmeckt gut.
Die Feindselig- und Unfähigkeit der Angestellten ist aber alles andere als guter Service.",Feindselig,Unfähigkeit
K 5.7,NaN,Die Feindselig- und Unfähigkeit der Angestellten ist aber alles andere als guter Service.,participant_20,5.0,März,3.59375,1.40625,complex,keit,"Das Essen im neuen Restaurant schmeckt gut.
Die Feindselig- und Unfähigkeit der Angestellten ist aber alles andere als guter Service.",Feindselig,Unfähigkeit
K 5.7,NaN,Die Feindselig- und Unfähigkeit der Angestellten ist aber alles andere als guter Service.,participant_37,1.0,März,1.90625,-0.90625,complex,keit,"Das Essen im neuen Restaurant schmeckt gut.
Die Feindselig- und Unfähigkeit der Angestellten ist aber alles andere als guter Service.",Feindselig,Unfähigkeit
K 5.7,NaN,Die Feindselig- und Unfähigkeit der Angestellten ist aber alles andere als guter Service.,participant_41,5.0,März,2.9375,2.0625,complex,keit,"Das Essen im neuen Restaurant schmeckt gut.
Die Feindselig- und Unfähigkeit der Angestellten ist aber alles andere als guter Service.",Feindselig,Unfähigkeit
K 5.7,NaN,Die Feindselig- und Unfähigkeit der Angestellten ist aber alles andere als guter Service.,participant_90,2.0,März,3.0,-1.0,complex,keit,"Das Essen im neuen Restaurant schmeckt gut.
Die Feindselig- und Unfähigkeit der Angestellten ist aber alles andere als guter Service.",Feindselig,Unfähigkeit
K 5.7,NaN,Die Feindselig- und Unfähigkeit der Angestellten ist aber alles andere als guter Service.,participant_95,2.0,März,2.5625,-0.5625,complex,keit,"Das Essen im neuen Restaurant schmeckt gut.
Die Feindselig- und Unfähigkeit der Angestellten ist aber alles andere als guter Service.",Feindselig,Unfähigkeit
K 5.7,NaN,Die Feindselig- und Unfähigkeit der Angestellten ist aber alles andere als guter Service.,participant_109,1.0,März,2.178571429,-1.1785714289999998,complex,keit,"Das Essen im neuen Restaurant schmeckt gut.
Die Feindselig- und Unfähigkeit der Angestellten ist aber alles andere als guter Service.",Feindselig,Unfähigkeit
K 5.7,NaN,Die Feindselig- und Unfähigkeit der Angestellten ist aber alles andere als guter Service.,participant_126,1.0,März,3.65625,-2.65625,complex,keit,"Das Essen im neuen Restaurant schmeckt gut.
Die Feindselig- und Unfähigkeit der Angestellten ist aber alles andere als guter Service.",Feindselig,Unfähigkeit
K 5.7,NaN,Die Feindselig- und Unfähigkeit der Angestellten ist aber alles andere als guter Service.,participant_136,1.0,März,1.8125,-0.8125,complex,keit,"Das Essen im neuen Restaurant schmeckt gut.
Die Feindselig- und Unfähigkeit der Angestellten ist aber alles andere als guter Service.",Feindselig,Unfähigkeit
K 5.7,NaN,Die Feindselig- und Unfähigkeit der Angestellten ist aber alles andere als guter Service.,participant_142,2.0,März,4.125,-2.125,complex,keit,"Das Essen im neuen Restaurant schmeckt gut.
Die Feindselig- und Unfähigkeit der Angestellten ist aber alles andere als guter Service.",Feindselig,Unfähigkeit
K 5.7,NaN,Die Feindselig- und Unfähigkeit der Angestellten ist aber alles andere als guter Service.,participant_148,1.0,März,1.875,-0.875,complex,keit,"Das Essen im neuen Restaurant schmeckt gut.
Die Feindselig- und Unfähigkeit der Angestellten ist aber alles andere als guter Service.",Feindselig,Unfähigkeit
K 5'.8,NaN,Für eine Sekunde war der Zauber von Unendlich- und Unsterblichkeit zu spüren.,participant_14,7.0,März,3.3125,3.6875,complex,keit,Für eine Sekunde war der Zauber von Unendlich- und Unsterblichkeit zu spüren.,Unendlich,Unsterblichkeit
K 5'.8,NaN,Für eine Sekunde war der Zauber von Unendlich- und Unsterblichkeit zu spüren.,participant_20,7.0,März,3.59375,3.40625,complex,keit,Für eine Sekunde war der Zauber von Unendlich- und Unsterblichkeit zu spüren.,Unendlich,Unsterblichkeit
K 5'.8,NaN,Für eine Sekunde war der Zauber von Unendlich- und Unsterblichkeit zu spüren.,participant_37,3.0,März,1.90625,1.09375,complex,keit,Für eine Sekunde war der Zauber von Unendlich- und Unsterblichkeit zu spüren.,Unendlich,Unsterblichkeit
K 5'.8,NaN,Für eine Sekunde war der Zauber von Unendlich- und Unsterblichkeit zu spüren.,participant_41,5.0,März,2.9375,2.0625,complex,keit,Für eine Sekunde war der Zauber von Unendlich- und Unsterblichkeit zu spüren.,Unendlich,Unsterblichkeit
K 5'.8,NaN,Für eine Sekunde war der Zauber von Unendlich- und Unsterblichkeit zu spüren.,participant_90,3.0,März,3.0,0.0,complex,keit,Für eine Sekunde war der Zauber von Unendlich- und Unsterblichkeit zu spüren.,Unendlich,Unsterblichkeit
K 5'.8,NaN,Für eine Sekunde war der Zauber von Unendlich- und Unsterblichkeit zu spüren.,participant_95,3.0,März,2.5625,0.4375,complex,keit,Für eine Sekunde war der Zauber von Unendlich- und Unsterblichkeit zu spüren.,Unendlich,Unsterblichkeit
K 5'.8,NaN,Für eine Sekunde war der Zauber von Unendlich- und Unsterblichkeit zu spüren.,participant_109,6.0,März,2.178571429,3.821428571,complex,keit,Für eine Sekunde war der Zauber von Unendlich- und Unsterblichkeit zu spüren.,Unendlich,Unsterblichkeit
K 5'.8,NaN,Für eine Sekunde war der Zauber von Unendlich- und Unsterblichkeit zu spüren.,participant_126,7.0,März,3.65625,3.34375,complex,keit,Für eine Sekunde war der Zauber von Unendlich- und Unsterblichkeit zu spüren.,Unendlich,Unsterblichkeit
K 5'.8,NaN,Für eine Sekunde war der Zauber von Unendlich- und Unsterblichkeit zu spüren.,participant_136,1.0,März,1.8125,-0.8125,complex,keit,Für eine Sekunde war der Zauber von Unendlich- und Unsterblichkeit zu spüren.,Unendlich,Unsterblichkeit
